City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Savannah Bight,HN,16.45,-85.85,84.25,70,3,8.77,clear sky
348,Nagato,JP,34.3833,131.2,42.71,56,91,9.04,overcast clouds
349,Port Hardy,CA,50.6996,-127.4199,47.75,76,75,6.91,broken clouds
350,Koumac,NC,-20.5667,164.2833,81.01,76,100,5.66,light rain
351,Dagshai,IN,30.8833,77.05,35.11,50,0,4.54,clear sky
352,Senador Jose Porfirio,BR,-2.5908,-51.9542,79.86,82,66,3.6,moderate rain
353,Ust-Maya,RU,60.4167,134.5333,-37.08,100,97,0.43,overcast clouds
354,Sokolka,PL,53.4072,23.5023,32.67,85,100,18.21,overcast clouds
355,Cartagena,CO,10.3997,-75.5144,87.42,62,20,16.11,few clouds
356,Terre Haute,US,39.4667,-87.4139,25.32,75,100,3.0,overcast clouds
357,San Luis Potosi,MX,22.5,-100.5,64.94,64,53,12.03,broken clouds
358,Havelock,US,34.8791,-76.9013,48.18,74,100,4.0,light rain
359,Umm Kaddadah,SD,13.6017,26.6876,57.29,16,3,15.57,clear sky
360,Ozernovskiy,RU,51.5,156.5167,24.08,78,100,24.7,light snow
361,Hay River,CA,60.8156,-115.7999,10.38,85,75,6.91,light snow
362,Poso,ID,-1.3959,120.7524,75.7,83,96,3.69,overcast clouds
363,Urubicha,BO,-15.3833,-62.95,77.14,92,96,1.3,overcast clouds
364,Chuy,UY,-33.6971,-53.4616,70.56,59,62,8.81,broken clouds
365,Faanui,PF,-16.4833,-151.75,81.41,74,12,17.85,light rain
366,Toktogul,KG,41.8708,72.9402,23.83,69,56,3.87,broken clouds
367,Coquimbo,CL,-29.9533,-71.3436,67.73,68,20,13.8,few clouds
368,Puerto Leguizamo,CO,-0.1934,-74.7819,94.66,31,59,3.36,broken clouds
369,Strezhevoy,RU,60.7333,77.5889,3.18,99,99,4.74,overcast clouds
370,Pierre,US,44.3683,-100.351,46.85,37,0,1.01,clear sky
371,Laem Sing,TH,12.4816,102.0738,83.14,83,81,1.92,broken clouds
372,Fianarantsoa,MG,-21.4333,47.0833,62.04,84,98,4.65,overcast clouds
373,Cabinda,AO,-5.55,12.2,78.17,85,98,2.64,overcast clouds
374,Gornopravdinsk,RU,60.05,69.9,-6.68,100,100,3.53,overcast clouds
375,Joao Camara,BR,-5.5375,-35.8197,76.24,72,95,7.31,heavy intensity rain
376,Yar-Sale,RU,66.8333,70.8333,-14.44,100,78,5.28,broken clouds
377,Denpasar,ID,-8.65,115.2167,80.26,83,40,4.61,scattered clouds
378,Cayenne,GF,4.9333,-52.3333,78.1,82,100,2.3,overcast clouds
379,Alice Town,BS,25.7167,-79.3,73.4,70,100,15.28,overcast clouds
380,Chumikan,RU,54.7183,135.315,-15.27,90,14,13.65,few clouds
381,Mastic Beach,US,40.7668,-72.8521,35.17,80,100,1.01,overcast clouds
382,Charleston,US,32.7766,-79.9309,49.19,43,20,1.99,few clouds
383,Trelew,AR,-43.249,-65.3051,80.38,45,7,19.44,clear sky
384,Karasuk,RU,53.7377,78.0403,0.46,95,99,5.68,overcast clouds
385,Anyksciai,LT,55.5256,25.1026,29.44,90,100,17.85,overcast clouds
386,Atasu,KZ,48.6814,71.6433,7.23,76,99,8.81,overcast clouds
387,Ketchikan,US,55.3422,-131.6461,45.07,93,100,13.8,moderate rain
388,Hvide Sande,DK,56.0045,8.1294,42.1,89,100,26.91,overcast clouds
389,Irbeyskoye,RU,55.6428,95.4522,-15.3,100,100,2.8,overcast clouds
390,Port Lincoln,AU,-34.7333,135.8667,66.34,78,81,15.19,broken clouds
391,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.68,96,99,1.05,overcast clouds
392,Jieshi,CN,22.8134,115.8257,64.94,85,61,12.1,broken clouds
393,Sinnamary,GF,5.3833,-52.95,76.55,87,48,9.71,scattered clouds
394,Codrington,AU,-38.2667,141.9667,62.73,79,93,11.18,overcast clouds
395,Maues,BR,-3.3836,-57.7186,79.56,94,99,1.57,light rain
396,Haines Junction,CA,60.7522,-137.5108,24.75,74,100,3.44,overcast clouds
397,Havoysund,NO,70.9963,24.6622,25.68,79,100,6.24,overcast clouds
398,Poum,NC,-20.2333,164.0167,82.26,76,88,18.03,moderate rain
399,Samarai,PG,-10.6167,150.6667,80.69,77,88,3.98,moderate rain
400,Maxixe,MZ,-23.8597,35.3472,75.31,82,4,4.74,clear sky
401,Berdigestyakh,RU,62.0989,126.6992,-11.81,97,98,7.18,overcast clouds
402,Okitipupa,NG,6.5047,4.7839,72.59,83,99,1.39,overcast clouds
403,Hokitika,NZ,-42.7167,170.9667,63.19,65,3,1.43,clear sky
404,Davidson,US,36.1501,-86.7833,41.36,50,100,8.99,overcast clouds
405,Kikwit,CD,-5.041,18.8162,75.06,77,100,1.3,overcast clouds
406,Severo-Yeniseyskiy,RU,60.3725,93.0408,-3.78,97,100,4.05,overcast clouds
407,Priiskovyy,RU,51.9333,116.6333,-21.8,100,30,2.33,scattered clouds
408,Sept-Iles,CA,50.2001,-66.3821,7.32,58,20,7.0,few clouds
409,Wenling,CN,28.3669,121.36,43.92,88,100,14.07,overcast clouds
410,Katsuura,JP,35.1333,140.3,42.91,68,100,8.57,overcast clouds
411,Tulun,RU,54.5611,100.5792,-20.31,100,100,2.71,overcast clouds
412,Cap Malheureux,MU,-19.9842,57.6142,79.29,78,3,1.99,clear sky
413,Fukue,JP,32.6881,128.8419,46.69,62,100,18.81,light rain
414,Berlevag,NO,70.8578,29.0864,31.95,55,75,11.5,broken clouds
415,Hirtshals,DK,57.5881,9.9592,39.02,88,100,22.7,overcast clouds
416,Sobolevo,RU,54.4299,31.8996,31.69,99,100,7.14,snow
417,Kalininsk,RU,51.5,44.4758,0.05,99,99,5.68,overcast clouds
418,Balikpapan,ID,-1.2675,116.8289,72.59,100,40,4.61,scattered clouds
419,Laerdalsoyri,NO,61.098,7.4816,34.93,93,100,3.44,snow
420,Songea,TZ,-10.6833,35.65,64.94,96,100,1.88,light rain
421,Santo Tomas,PH,14.1079,121.1414,77.25,91,4,1.77,clear sky
422,Vastseliina,EE,57.7303,27.2932,29.05,92,100,11.99,light snow
423,Suffolk,US,40.8668,-72.7996,35.04,81,100,7.0,overcast clouds
424,Batemans Bay,AU,-35.7167,150.1833,76.19,77,62,1.52,broken clouds
425,Kundiawa,PG,-6.0167,144.9667,63.12,99,100,0.22,overcast clouds
426,Erenhot,CN,43.6475,111.9767,0.75,91,5,6.31,clear sky
427,Bayshore Gardens,US,27.4253,-82.5904,67.26,69,100,9.22,overcast clouds
428,Prince Rupert,CA,54.3161,-130.3201,44.69,81,100,13.8,overcast clouds
429,Grindavik,IS,63.8424,-22.4338,28.35,63,100,17.27,overcast clouds
430,Brae,GB,60.3964,-1.353,48.11,95,100,28.19,overcast clouds
431,Rawson,AR,-43.3002,-65.1023,74.32,61,8,15.48,clear sky
432,Fernie,CA,49.5,-115.0687,41.09,88,56,6.24,broken clouds
433,Nueve De Julio,AR,-35.4444,-60.8831,78.71,51,0,5.23,clear sky
434,Bastia,FR,42.6667,9.3333,51.3,82,0,5.75,clear sky
435,Doctor Arroyo,MX,23.6667,-100.1833,54.54,69,89,4.72,overcast clouds
436,Viedma,AR,-40.8135,-62.9967,92.12,18,0,16.67,clear sky
437,Luanda,AO,-8.8368,13.2343,78.98,83,59,10.02,broken clouds
438,Sorong,ID,-0.8833,131.25,80.55,81,100,11.97,overcast clouds
439,Mumford,GH,5.2618,-0.759,79.81,82,85,7.02,overcast clouds
440,Salisbury,GB,51.0693,-1.7957,50.29,94,100,10.36,mist
441,Lompoc,US,34.6391,-120.4579,72.79,44,0,0.0,clear sky
442,Juruti,BR,-2.1522,-56.0922,82.65,75,70,3.02,heavy intensity rain
443,Turukhansk,RU,65.8167,87.9833,-1.25,95,100,12.88,overcast clouds
444,Arrecife,ES,28.963,-13.5477,64.47,63,75,10.36,broken clouds
445,Harper,LR,4.375,-7.7169,79.95,81,65,7.67,broken clouds
446,Itapissuma,BR,-7.7764,-34.8922,82.44,70,87,9.69,moderate rain
447,Bocas Del Toro,PA,9.3333,-82.25,89.08,70,54,8.66,broken clouds
448,Arica,CL,-18.475,-70.3042,78.35,56,0,12.66,clear sky
449,Yingcheng,CN,30.95,113.55,33.85,86,100,9.1,overcast clouds
450,Orocue,CO,4.7912,-71.3354,97.48,21,92,11.79,overcast clouds
451,Staryy Nadym,RU,65.6118,72.6842,-15.66,99,35,6.06,scattered clouds
452,Acarau,BR,-2.8856,-40.12,72.97,88,100,10.22,overcast clouds
453,Porangatu,BR,-13.4408,-49.1486,74.91,92,100,3.02,overcast clouds
454,Houston,US,29.7633,-95.3633,60.15,39,0,4.0,clear sky
455,Orneta,PL,54.1148,20.1333,32.59,73,21,16.15,few clouds
456,Golden,US,39.7555,-105.2211,48.43,36,0,9.22,clear sky
457,Nuuk,GL,64.1835,-51.7216,23.61,93,100,19.57,heavy snow
458,Tsabong,BW,-26.0217,22.401,79.09,50,16,17.27,few clouds
459,Kamenka,RU,51.3223,42.7678,17.74,95,100,11.83,overcast clouds
460,Balkanabat,TM,39.5108,54.3671,39.09,73,6,3.27,clear sky
461,La Paz,BO,-16.5,-68.15,60.78,54,75,6.91,broken clouds
462,Nosy Varika,MG,-20.5833,48.5333,70.86,82,0,4.61,clear sky
463,Lannion,FR,48.75,-3.4167,49.41,100,100,6.91,mist
464,Paita,PE,-5.0892,-81.1144,79.36,75,89,13.69,overcast clouds
465,Champerico,GT,14.3,-91.9167,93.74,56,3,13.31,clear sky
466,Kihei,US,20.785,-156.4656,79.86,57,40,0.0,scattered clouds
467,Jacareacanga,BR,-6.2222,-57.7528,77.72,92,99,1.88,overcast clouds
468,Maku,IR,39.2911,44.4521,27.21,80,40,0.0,scattered clouds
469,Bar-Le-Duc,FR,48.75,5.1667,40.95,94,100,5.79,overcast clouds
470,Santa Cruz,BO,-17.8,-63.1667,87.85,55,40,13.8,scattered clouds
471,Wanaka,NZ,-44.7,169.15,64.11,50,43,7.0,scattered clouds
472,Taltal,CL,-25.4,-70.4833,68.86,71,30,7.72,scattered clouds
473,Pak Phanang,TH,8.3511,100.202,76.23,86,40,4.05,scattered clouds
474,Gueret,FR,46.1667,1.8667,32.63,96,66,2.48,broken clouds
475,Gazli,UZ,40.1333,63.45,39.18,60,100,22.24,overcast clouds
476,Maki,JP,37.75,138.8833,31.89,62,100,9.08,overcast clouds
477,Ternate,ID,0.8,127.4,79.3,84,62,6.24,broken clouds
478,Riyadh,SA,24.6877,46.7219,51.94,34,2,7.54,clear sky
479,Kudahuvadhoo,MV,2.6708,72.8944,80.13,61,27,9.57,scattered clouds
480,Raudeberg,NO,61.9875,5.1352,40.96,91,100,17.0,overcast clouds
481,Pasinler,TR,39.9803,41.6764,-3.01,92,85,3.78,overcast clouds
482,Riohacha,CO,11.5444,-72.9072,84.31,70,20,13.8,few clouds
483,Russell,US,32.3502,-85.1999,54.05,39,100,13.22,overcast clouds
484,Waingapu,ID,-9.6567,120.2641,77.76,86,100,6.22,overcast clouds
485,Manoel Urbano,BR,-8.8389,-69.2597,83.48,71,97,2.84,light rain
486,Lubumbashi,CD,-11.6609,27.4794,63.86,94,100,3.71,overcast clouds
487,Ishigaki,JP,24.3448,124.1572,68.31,89,100,9.22,overcast clouds
488,Kashkhatau,RU,43.3185,43.608,21.76,72,5,7.67,clear sky
489,Sao Domingos,BR,-13.3983,-46.3183,74.44,79,100,1.97,overcast clouds
490,Copala,MX,16.65,-98.9833,84.29,57,0,10.13,clear sky
491,Margate,GB,51.3813,1.3862,47.03,83,99,4.0,overcast clouds
492,Sinjar,IQ,36.3209,41.8754,41.09,50,71,7.07,broken clouds
493,Linguere,SN,15.3953,-15.1193,79.97,19,98,8.39,overcast clouds
494,Monterey,US,36.2505,-121.2516,66.11,28,100,5.59,overcast clouds
495,Chirongui,YT,-12.9319,45.1483,78.73,67,90,4.83,overcast clouds
496,Sioux Lookout,CA,50.1001,-91.917,5.38,60,20,5.75,few clouds
497,Krasnoborsk,RU,61.5598,45.934,14.61,92,100,7.94,light snow
498,Nolinsk,RU,57.5596,49.9363,17.92,96,100,6.29,light snow
499,Kemin,KG,42.7846,75.6892,32.36,59,100,4.92,light snow
500,Usinsk,RU,65.9939,57.5281,1.96,97,98,12.08,overcast clouds
501,Yaypan,UZ,40.3758,70.8156,40.53,47,100,7.83,light rain
502,Kenscoff,HT,18.4506,-72.2869,68.14,61,20,11.5,few clouds
503,Kirakira,SB,-10.4544,161.9205,80.67,85,97,7.18,light rain
504,Muros,ES,42.7762,-9.0603,50.85,69,0,8.12,clear sky
505,Oranjestad,AW,12.524,-70.027,84.15,58,20,13.8,few clouds
506,Bhinga,IN,27.7167,81.9333,49.05,71,0,3.02,clear sky
507,Nha Trang,VN,12.25,109.1833,69.8,91,71,5.48,broken clouds
508,Macapa,BR,0.0389,-51.0664,78.78,94,100,19.57,mist
509,Antofagasta,CL,-23.65,-70.4,71.22,66,28,8.93,scattered clouds
510,Cooma,AU,-36.2333,149.1333,65.97,94,100,6.91,light rain
511,Lahat,ID,-3.8,103.5333,71.8,97,100,2.08,overcast clouds
512,Rio Linda,US,38.691,-121.4486,68.99,46,0,1.01,clear sky
513,Hualmay,PE,-11.0964,-77.6139,73.11,74,100,9.55,overcast clouds
514,Teodoro Sampaio,BR,-22.5325,-52.1675,72.1,96,100,2.64,overcast clouds
515,Bulgan,MN,48.8125,103.5347,-8.48,94,71,4.03,broken clouds
516,Pacific Grove,US,36.6177,-121.9166,71.42,33,0,3.0,clear sky
517,Torres,BR,-29.3353,-49.7269,67.82,78,96,4.88,overcast clouds
518,Akropong,GH,5.9746,-0.0854,77.95,63,83,2.71,broken clouds
519,Palora,EC,-1.7,-77.9333,82.38,75,82,1.77,light rain
520,Patterson,US,37.4716,-121.1297,66.85,60,100,1.68,overcast clouds
521,Cairns,AU,-16.9167,145.7667,76.06,94,75,9.22,broken clouds
522,Atherton,GB,53.5237,-2.4935,52.16,84,100,8.01,overcast clouds
523,Dourados,BR,-22.2211,-54.8056,73.87,91,98,6.44,overcast clouds
524,Tezu,IN,27.9167,96.1667,50.65,56,0,4.34,clear sky
525,Santa Ana,US,33.7456,-117.8678,74.46,12,0,4.0,clear sky
526,Jumla,NP,29.2747,82.1838,31.21,37,0,5.57,clear sky
527,Guerrero Negro,MX,27.9769,-114.0611,71.8,24,40,3.18,scattered clouds
528,Aswan,EG,24.0934,32.907,51.1,40,0,8.05,clear sky
529,Uray,RU,60.1247,64.7758,-8.12,100,87,4.21,overcast clouds
530,Hami,CN,42.8,93.45,21.63,51,0,5.08,clear sky
531,Kalemie,CD,-5.9475,29.1947,70.52,82,100,4.38,overcast clouds
532,Kuminskiy,RU,58.6667,66.5667,-3.98,100,61,4.38,broken clouds
533,Norrtalje,SE,59.758,18.705,30.29,76,63,5.48,broken clouds
534,Churapcha,RU,62.0025,132.4325,-30.53,100,100,3.15,overcast clouds
535,Noumea,NC,-22.2763,166.4572,79.0,99,100,12.19,overcast clouds
536,Kapit,MY,2.0167,112.9333,72.66,99,100,0.76,overcast clouds
537,Giresun,TR,40.5,38.5,6.12,95,79,7.92,broken clouds
538,Pozo Colorado,PY,-23.4923,-58.7972,86.77,42,72,9.73,broken clouds
539,Bar Harbor,US,44.3876,-68.2039,31.6,59,100,3.0,overcast clouds
540,Hirara,JP,24.8,125.2833,67.33,88,100,9.42,overcast clouds
541,Mogadishu,SO,2.0371,45.3438,77.05,79,76,21.3,broken clouds
542,Nabire,ID,-3.3667,135.4833,75.33,92,100,2.46,overcast clouds
543,Ixtapa,MX,20.7,-105.2,76.23,61,40,9.22,scattered clouds
544,Chippenham,GB,51.46,-2.1247,51.55,97,100,1.01,overcast clouds
545,Yaan,NG,7.3833,8.5667,83.08,17,100,6.67,overcast clouds
546,Mehran,IR,33.1222,46.1646,42.28,55,69,5.97,broken clouds
547,Townsville,AU,-19.25,146.8,74.28,94,75,4.61,broken clouds
548,Sechura,PE,-5.5569,-80.8222,78.31,65,66,16.35,broken clouds
549,Sayyan,YE,15.1718,44.3244,51.96,21,18,3.89,few clouds
550,Sandnessjoen,NO,66.0217,12.6316,35.58,88,75,3.0,broken clouds
551,Ust-Kut,RU,56.7938,105.7672,-17.19,100,100,1.32,overcast clouds
552,Ilanskiy,RU,56.2358,96.065,-16.29,100,100,2.55,overcast clouds
553,Conde,BR,-7.2597,-34.9075,80.06,83,20,5.75,moderate rain
554,Marzuq,YE,14.4,46.4667,63.68,37,30,3.13,scattered clouds
555,Muscle Shoals,US,34.7448,-87.6675,44.94,43,75,5.01,broken clouds
556,Onguday,RU,50.75,86.15,-17.77,98,45,2.84,scattered clouds
557,Nikolayevsk-Na-Amure,RU,53.1406,140.73,-22.68,99,59,3.76,broken clouds
558,Adre,TD,13.4667,22.2,61.99,17,14,14.58,few clouds
559,Shubarshi,KZ,48.5872,57.1869,17.15,91,100,3.96,overcast clouds
560,Porto Novo,BJ,6.4965,2.6036,82.22,76,74,5.88,broken clouds
561,Charters Towers,AU,-20.1,146.2667,72.32,91,66,8.84,broken clouds
562,Straumen,NO,63.8709,11.2999,36.95,89,100,3.85,light rain
563,Itigi,TZ,-5.7,34.4833,64.35,93,100,1.43,light rain
564,Poplar Bluff,US,36.757,-90.3929,40.59,30,0,16.11,clear sky
565,Dezhou,CN,37.4486,116.2925,29.39,47,71,2.3,broken clouds
566,Sao Filipe,CV,14.8961,-24.4956,71.58,70,100,10.33,overcast clouds
567,Sumenep,ID,-7.0167,113.8667,77.59,88,100,7.2,moderate rain
568,Solnechnyy,RU,50.7214,136.6319,-8.36,98,100,2.62,overcast clouds
569,Luau,AO,-10.7073,22.2247,64.98,90,100,2.75,overcast clouds
570,Agadez,NE,19.75,10.25,56.71,17,0,5.77,clear sky
571,Puerto Carreno,CO,6.189,-67.4859,93.18,33,20,8.05,few clouds
572,Bubaque,GW,11.2833,-15.8333,77.99,65,18,14.58,few clouds
573,Timbiqui,CO,2.7717,-77.6654,75.15,91,99,6.98,light rain
574,Yeppoon,AU,-23.1333,150.7333,73.18,80,82,13.56,broken clouds
575,Ampanihy,MG,-24.7,44.75,69.01,86,0,6.26,clear sky
576,Tamworth,GB,52.634,-1.6959,50.02,91,100,4.0,overcast clouds
577,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,12.54,87,98,7.76,overcast clouds
578,Sundumbili,ZA,-29.1337,31.3975,71.91,92,100,6.87,light rain
579,Vanimo,PG,-2.6741,141.3028,75.88,90,93,4.0,overcast clouds
580,Pangnirtung,CA,66.1451,-65.7125,-11.2,70,100,0.0,light snow
581,Necochea,AR,-38.5473,-58.7368,80.04,43,0,8.39,clear sky
582,Stolbishche,RU,55.6468,49.216,16.25,92,100,8.99,snow
583,Evensk,RU,61.95,159.2333,17.58,68,100,29.15,overcast clouds
584,Mahanje,TZ,-9.9333,35.3333,65.77,98,100,2.89,moderate rain
585,Iralaya,HN,15.0,-83.2333,82.49,77,26,4.56,scattered clouds
586,Omboue,GA,-1.5746,9.2618,78.48,87,91,6.38,overcast clouds
587,Nyurba,RU,63.2842,118.3319,-22.63,100,13,3.38,few clouds
588,Yulara,AU,-25.2406,130.9889,78.64,47,87,10.36,overcast clouds
589,Tupik,RU,54.4253,119.9327,-9.44,94,100,2.37,overcast clouds
590,Ubala,CO,4.7478,-72.5369,97.34,23,95,9.89,overcast clouds
591,Port Hedland,AU,-20.3167,118.5667,80.65,74,94,9.22,overcast clouds
592,Xining,CN,36.6167,101.7667,9.72,86,90,2.82,overcast clouds
593,Fushan,CN,37.4958,121.2581,29.53,59,77,4.07,broken clouds
594,Minab,IR,27.1467,57.0801,68.32,77,30,0.0,scattered clouds
595,Safranbolu,TR,41.2508,32.6942,21.13,88,86,2.13,overcast clouds
596,Linjiang,CN,41.8069,126.9078,-0.71,99,93,1.86,overcast clouds
597,Acari,PE,-15.4311,-74.6158,78.42,56,9,10.83,clear sky
598,Freeport,US,40.6576,-73.5832,35.33,79,100,1.01,haze
599,Erzin,TR,36.9559,36.2,37.92,76,29,4.97,scattered clouds
600,Kuusamo,FI,65.9667,29.1833,15.84,92,100,6.91,overcast clouds
601,Nacajuca,MX,18.1333,-93.0167,81.01,79,46,12.35,scattered clouds
602,Invermere,CA,50.5167,-116.0354,23.36,76,56,3.74,broken clouds
603,Planaltina,BR,-15.4528,-47.6142,77.29,87,100,3.4,overcast clouds
604,Pizarro,CO,4.9533,-77.366,79.68,84,64,5.7,light rain
605,Santa Ines,BR,-3.6667,-45.38,73.89,96,100,4.83,overcast clouds
606,Nago,JP,26.5881,127.9761,64.47,89,100,10.45,overcast clouds
607,Stornoway,GB,58.2093,-6.3865,51.76,94,75,10.0,broken clouds
608,Kholodnyy,RU,62.7167,147.95,-6.83,97,100,5.12,overcast clouds
609,Baft,IR,29.234,56.6057,38.32,64,42,2.1,scattered clouds
610,Nawa,IN,27.0167,75.0,51.94,33,0,1.92,clear sky
611,Kapoeta,SS,4.7717,33.5903,83.77,22,5,2.93,clear sky
612,Zakamensk,RU,50.3741,103.2863,-7.73,99,96,1.92,overcast clouds
613,Severodvinsk,RU,64.5635,39.8302,14.11,100,90,4.81,overcast clouds
614,Gizo,SB,-8.103,156.8419,82.33,75,85,7.72,overcast clouds
615,Otuzco,PE,-7.9,-78.5833,35.92,89,100,6.55,light rain
616,Alihe,CN,50.5667,123.7167,2.23,84,100,5.46,overcast clouds
617,Okha,RU,53.5739,142.9478,-17.28,96,10,10.38,clear sky
618,Kindu,CD,-2.95,25.95,72.7,89,100,0.47,overcast clouds
619,Caazapa,PY,-26.15,-56.4,91.98,30,43,8.5,scattered clouds
620,Carolina,PR,18.3808,-65.9574,84.72,62,20,13.8,few clouds
621,Muzhi,RU,65.3667,64.6667,-7.91,94,89,3.98,overcast clouds
622,Campbell River,CA,50.0163,-125.2446,36.93,100,100,2.3,mist
623,Candido Mendes,BR,-1.4467,-45.7167,73.92,96,100,6.51,overcast clouds
624,Te Anau,NZ,-45.4167,167.7167,58.98,68,67,5.64,broken clouds
625,Nuevo Progreso,MX,23.1667,-97.95,65.59,70,100,8.99,overcast clouds
626,Namatanai,PG,-3.6667,152.4333,80.28,81,91,3.09,overcast clouds
627,Sofiyivka,UA,48.0493,33.8746,29.23,97,83,13.98,broken clouds
628,Gidam,IN,18.9833,81.4,53.29,47,13,3.69,few clouds
629,Mantua,IT,45.1667,10.7833,42.44,72,17,4.0,few clouds
630,Irituia,BR,-1.7711,-47.4381,74.03,97,97,4.12,overcast clouds
631,Cody,US,44.5263,-109.0565,46.65,59,0,9.22,clear sky
632,Muskegon,US,43.3,-86.1334,23.02,53,75,4.61,broken clouds
633,Pacifica,US,37.6138,-122.4869,65.88,50,75,4.0,broken clouds
634,Kajaani,FI,64.2273,27.7285,19.45,93,75,9.22,broken clouds
635,Solana Beach,US,32.9912,-117.2711,75.72,15,0,7.0,clear sky
636,San Jose,US,37.3394,-121.895,69.8,41,75,1.99,broken clouds
637,Estancia,BR,-11.2683,-37.4383,81.88,79,78,5.86,broken clouds
638,Rock Sound,BS,24.9,-76.2,76.44,75,100,15.88,overcast clouds
639,Shache,CN,38.4167,77.2406,24.04,45,76,3.6,broken clouds
640,Santarem,BR,-2.4431,-54.7083,80.73,94,75,2.3,light rain
641,Kutum,SD,14.2,24.6667,54.14,17,4,10.69,clear sky
642,Inhambane,MZ,-23.865,35.3833,76.24,80,4,5.77,clear sky
643,Maryville,US,35.7565,-83.9705,39.29,67,100,5.99,overcast clouds
644,Nhulunbuy,AU,-12.2333,136.7667,81.21,89,40,10.36,moderate rain
645,Katobu,ID,-4.9408,122.5276,75.61,90,100,1.32,overcast clouds
646,Bilma,NE,18.6853,12.9164,61.0,18,0,9.13,clear sky
647,New Bern,US,35.1085,-77.0441,48.22,54,100,9.22,overcast clouds
648,Dongsheng,CN,39.8161,109.9776,17.17,45,0,4.83,clear sky
649,Udachnyy,RU,66.4167,112.4,-25.85,100,52,3.51,broken clouds
650,Shahr-E Babak,IR,30.1165,55.1186,41.7,58,85,3.8,overcast clouds
651,Black River,JM,18.0264,-77.8487,82.4,67,24,5.84,few clouds
652,Northam,GB,51.0333,-4.2167,50.41,98,99,16.44,overcast clouds
653,Zlitan,LY,32.4674,14.5687,53.4,59,0,11.21,clear sky
654,Harlingen,US,26.1906,-97.6961,53.51,89,100,16.11,overcast clouds
655,Tilichiki,RU,60.4667,166.1,26.11,85,100,32.23,light snow
656,Jining,CN,35.405,116.5814,31.15,42,50,3.29,scattered clouds
657,Korla,CN,41.7597,86.1469,22.05,61,0,5.7,clear sky
658,Pacocha,PE,-17.5833,-71.3333,71.1,75,83,6.11,broken clouds
659,Kargat,RU,55.1956,80.2811,-0.33,96,94,5.35,overcast clouds
660,Manuk Mangkaw,PH,4.8,119.85,82.04,71,41,3.87,scattered clouds
661,Stelle,DE,53.3842,10.1114,40.41,81,100,9.13,overcast clouds
662,Nantucket,US,41.2835,-70.0995,37.51,76,100,3.69,overcast clouds
663,Yenotayevka,RU,47.2456,47.0281,16.88,95,7,5.64,clear sky
664,Baraboo,US,43.4711,-89.7443,18.99,50,0,9.22,clear sky
665,Visnes,NO,59.3556,5.2242,42.85,93,100,21.85,light rain
666,Bisira,PA,8.5196,-81.7115,69.93,58,96,4.43,overcast clouds
667,Tura,IN,25.5198,90.2201,49.82,54,0,3.09,clear sky
668,Tierranueva,MX,21.6833,-100.5667,63.86,53,36,16.08,scattered clouds
669,Saint-Joseph,RE,-21.3667,55.6167,75.56,74,7,7.56,clear sky
670,Dafeng,CN,23.4517,108.5881,48.04,84,100,8.03,overcast clouds
671,Izumo,JP,35.3667,132.7667,40.95,69,100,6.33,overcast clouds
672,Ivdel,RU,60.6911,60.4206,-9.63,98,79,3.18,broken clouds
673,Svetlaya,RU,46.5389,138.3297,1.67,74,8,8.12,clear sky
674,Mandalgovi,MN,45.7625,106.2708,4.71,86,100,4.0,overcast clouds
675,Kushnarenkovo,RU,55.105,55.3508,1.78,96,100,2.82,overcast clouds
676,Shanghai,CN,31.2222,121.4581,37.92,74,75,1.01,light snow
677,Batsfjord,NO,70.6345,29.7185,31.93,64,75,16.11,broken clouds
678,Udaipura,IN,23.0833,78.5,51.6,44,0,3.4,clear sky
679,Minna,NG,9.6139,6.5569,82.11,24,80,13.8,haze
680,Calabozo,VE,8.9242,-67.4293,93.92,28,30,10.94,scattered clouds
681,Westport,US,41.1415,-73.3579,34.29,76,100,3.0,overcast clouds
